max_momento,delta,theta,alpha,beta,gamma
93.0,0.256140121614579,2.1108957886209967,3.7950783258635346,1.3895276903074496,0.12100970095204686
94.0,0.2735278768168657,2.0081635321193576,3.4461643205455865,1.4840413713425384,0.11866910669576018
95.0,0.20547698555617588,2.1158363603065142,2.7291569038757335,1.3024729548485885,0.12051651651457132
96.0,0.22088508053099298,2.111648130273943,3.159918115363039,1.458537202780309,0.13107955200776908
97.0,0.19864999247739712,1.905811739593768,4.373859019003095,1.4901169608513625,0.13351578846102502
98.0,0.17385103009519298,1.8698269404132533,5.420172360913536,1.6776656940963308,0.12909940543981
99.0,0.1578094191390336,1.8572084384194758,8.565781373918874,2.2208594945821925,0.1327361002087465
100.0,0.19246722746749717,1.9176992668055348,8.258725468009768,2.082572541547678,0.11979958872377422
101.0,0.2907761279154756,2.456188424138953,7.801258682891796,2.1407631937972855,0.10666945598680677
102.0,0.311794419964355,2.6994273302295397,7.184869353669138,1.9777433354610328,0.11633809997694061
103.0,0.3424052606984096,2.721557876678025,6.9253923227596825,1.64433608375134,0.12225648724352932
104.0,0.3065189541389255,2.783194280199572,10.14275427630697,1.7809757890583802,0.11034918071484227
105.0,0.2678366429425859,2.343468856613594,11.524984396337562,1.8104365997729073,0.11957577215813076
106.0,0.4356185491464938,2.6159874216222256,13.666871470092595,1.8567850271676392,0.11920414760057503
107.0,0.48265456045767596,2.3776234816617947,11.31308819477519,1.9472849900387206,0.11142147564627862
108.0,0.4993440416818999,2.7207625507789204,9.952126316320273,2.299726392042235,0.11694682375168383
109.0,0.4850571383038894,3.2615749619162315,8.66603050450389,2.3277442889598694,0.11738999105815294
110.0,0.34421805990577214,3.203213407718703,6.572942226434346,2.2319557482868166,0.1159434605724728
111.0,0.2670280766729084,3.24567446198541,6.891793702168011,2.1612093888969466,0.11582764211946646
112.0,0.24289976824716872,2.8605908724637166,5.873717433849492,1.7574554373090658,0.11376371521681695
113.0,0.2587658643944664,2.2573274298638246,7.556500106353132,1.8989682538750898,0.11820465314012714
114.0,0.2682401047465976,2.20979621807004,7.265931183361781,2.1663325859927465,0.1208427066504889
115.0,0.39440530660557527,2.475691949666497,6.8617574390315825,2.069054281652733,0.10390205668037997
116.0,0.43975813386934354,2.355983321623679,7.289173654121219,2.1904021388164447,0.10538623915873685
117.0,0.37768629345047466,2.249648345552722,7.615212050042599,2.2812893647920487,0.10546073986480956
118.0,0.3819313734654405,2.253340939882027,10.467491351777802,1.98185854003973,0.1070941413314923
119.0,0.45734504990464553,2.4171150251165856,11.860294901079849,2.041724017244974,0.1217760174319769
120.0,0.5775624198265098,3.0527116193875736,11.975020744862732,1.7242591310125175,0.12747239991719886
121.0,0.6189709102792821,3.1437562995210286,10.949875262029298,1.6702532244584296,0.12954004899866453
122.0,0.5911320079828458,3.016825215682729,8.506047309374857,1.62361923714498,0.1374362587498
123.0,0.48606181478390054,2.962652122259333,8.052813705964518,1.7250269909871216,0.12389909748716814
124.0,0.2725153667498654,2.2776287182351185,7.125492439271747,1.8014121269805206,0.11284873414790028
125.0,0.4293440404309281,2.6337334598028628,6.235610131479244,1.5093905011063837,0.10528485429506852
126.0,0.3989304971159475,2.4645980151964846,5.876903174530447,1.4071097973057878,0.08897808651343057
127.0,0.38851779600354835,2.418587379097255,5.910552844987462,1.7707582575266099,0.09077063701629626
128.0,0.40601144458254873,2.846828693910013,5.499284519430404,1.584371470086329,0.08736893421528341
129.0,0.38180246183268296,2.770477952684846,5.841864322314919,1.624924816668945,0.08789844077061731
130.0,0.5860090386930257,3.2682616028098015,5.6478145747412265,1.63473369201,0.0929621549485302
131.0,0.6338902773085651,3.5119052227514898,4.155879573491475,1.166859352668303,0.09370280556466935
132.0,0.6745004726060483,3.949906370454749,5.764698473607776,1.5927147928404786,0.11597108440160862
133.0,0.529993041211419,3.7934881258186555,5.845239077385429,1.8386260944087378,0.12347820647579404
134.0,0.3941157761351409,3.4247106453421265,6.073835925415329,1.926719095016504,0.11650963951071829
135.0,0.38821394569870954,3.504903888272267,6.116540893106528,1.9731530798098704,0.11257680955119616
136.0,0.444534215486046,2.4051702873217775,4.282426292806045,1.6389032047506804,0.08499014506858901
137.0,0.43977595960266525,2.498341642212199,4.305089267209957,1.7088880906565282,0.08443398688619777
138.0,0.38788804629807716,2.3397523270675427,7.20003373234233,1.7924507421495162,0.0949922849680964
139.0,0.3642822680369032,2.0160980939163613,8.882505484773413,1.7990470382515005,0.09671432011032982
140.0,0.247882127301531,2.109852055808514,9.897367543802558,1.6951266254139734,0.11335582170642769
141.0,0.23247580791772154,2.048482506114427,10.60584757691871,1.4680963861094238,0.11527664449714821
142.0,0.22576050173801776,2.31730396923943,9.132785430959343,1.599499759626791,0.10561280559265515
143.0,0.20554220012398744,2.4885196316966867,8.02503297426789,1.5697093196961278,0.10072819748981757
144.0,0.30104300012547064,2.934651733517847,10.316898179129979,1.7064845340443329,0.090513033556455
145.0,0.35471411269966,3.408946551402567,9.294938965121188,1.6748340825193417,0.09615101789113004
146.0,0.4177125303134368,3.5318989078953207,10.037232041795715,1.5223941813368504,0.0957989870084276
147.0,0.44289263466098444,3.420796251154281,10.755523077344902,1.577331229600014,0.10143789076790236
148.0,0.40321502337365833,3.2728198010256566,10.108832750779724,1.590264548203111,0.11074879341019946
149.0,0.3413973000527425,2.7251666828289673,10.20425213433146,1.5749032764693283,0.1105236355803114
150.0,0.3353521661794586,2.6006533343100706,9.89056413681792,1.5300351030971273,0.10656818687796472
151.0,0.29483127097172146,2.6887591520450274,9.77633029850833,1.314664650228038,0.09872265430393178
152.0,0.2723648058772919,2.519430800643063,9.767331403255294,1.3490469747997125,0.10157169567273308
153.0,0.2917439155010598,2.4266986313828163,9.722406464932206,1.5203367412216826,0.10142782466411215
154.0,0.27513043524993386,2.2597268089465343,8.516782861163822,1.5016602747225996,0.10344319538078212
155.0,0.317312022513437,2.0895994699296203,8.019364359439747,1.7176088463595147,0.10614442839638141
156.0,0.41588166827624795,2.614188243127742,7.312304901607475,1.735810581404475,0.10348628273813087
157.0,0.39128232114629147,2.9718458471030846,5.902718857008528,1.9247638891975893,0.09903653655378492
158.0,0.42949023646383605,2.961879497317498,5.8681908479932305,1.9535555832961693,0.09890650981529815
159.0,0.38506992377606974,2.981199796255698,5.501950614479572,1.8930425785468448,0.10114915865421681
160.0,0.2723991534218399,2.1807472603973026,5.706756694020949,1.773622445320042,0.0928116300569607
161.0,0.35415490299404007,2.065437272796607,9.77184169009076,1.751679236687096,0.08857666340352233
162.0,0.33467053458588963,2.148364573670976,12.633569504387772,2.0664239708881924,0.09887135563254164
163.0,0.43769529313319755,2.190058118426824,14.094800881914907,2.0348683161038164,0.1084717285195741
164.0,0.4371301698108574,2.2589388995083675,14.290628879043247,2.018163173590027,0.1317389692769516
165.0,0.4552125175282462,2.1445475120552815,9.490094553626985,1.7378681805431144,0.14169604485830065
166.0,0.4925465096454376,2.3179241991097936,7.812239128256012,1.5345179952643007,0.15084930706360136
167.0,0.5697998179816381,3.096837378290864,9.088959448333705,1.8739586876117365,0.14594115492497564
168.0,0.5854715319941579,3.1168086130603183,9.509730946099296,2.3436978215945223,0.1339106256462283
169.0,0.4918333769195351,2.883862085194588,8.381215325796196,2.311138251893725,0.12629969753803227
170.0,0.4105421743608948,2.8727712335719833,7.877493180446914,2.204453107724444,0.11355531324019835
171.0,0.2253102400120226,2.0493069371507624,6.143526156132595,1.8750109570366638,0.11938012878703437
172.0,0.22915850848368893,1.9011012009915134,6.111830837223049,1.470007811194326,0.11925363727571313
173.0,0.2553699304761042,2.1018616892411957,7.572024458439744,1.4804982506225233,0.1402563626740694
174.0,0.25940792864543083,2.247638501408054,9.842448756494237,1.4352020368895724,0.14642045961130512
175.0,0.270813232963821,2.408695100688434,8.662315958715173,1.3638368170710755,0.14892448761753732
176.0,0.2443664261088851,2.0660758418214966,7.019893904753552,1.2917197848495903,0.14906430612851707
177.0,0.2347921712815772,2.030465355243498,8.283247599377006,1.408577458289678,0.1287160373953289
178.0,0.256024490897142,1.8667176217610417,7.121061818694117,1.7815679459632605,0.1232288371210861
179.0,0.3217900826643692,1.848904442255549,7.5069870431859105,2.0789925733208507,0.12560864891702872
180.0,0.3468131705926215,2.3218073186963957,8.611187320013983,2.5024086867962105,0.12155683543216093
181.0,0.35432718570972377,2.567819341144743,7.240600219342022,2.5440844397809,0.12167724840678376
182.0,0.36192340866757516,2.823463776994999,8.308628417340461,2.452538876448422,0.10958476039802645
183.0,0.41510503481727,3.0764080100954816,9.90387605261646,2.588117944754597,0.10733687284969462
184.0,0.4373541756692185,2.9324603301396053,9.635721827610743,2.159364328527004,0.09605424264977654
185.0,0.41000395691831887,2.6855304532034214,8.222875485862689,1.945876906783167,0.09300830453127158
186.0,0.4007893742332162,2.7715045934846527,6.303033756654875,1.5781858192121547,0.09049801805188847
187.0,0.3458274491727509,2.839419890302243,4.393084590825263,1.196745618159342,0.09096329420250115
188.0,0.3810275174762009,2.997935216952313,3.992191548787882,1.2549747131417508,0.09761661660557376
189.0,0.40961273769374484,3.2139197589631507,4.175739556798867,1.4527931451506662,0.11356601231479144
190.0,0.41676054713261257,3.2003226789944925,7.594531331333333,1.5830522061751529,0.11113531609971757
191.0,0.34825331493533257,2.883386757753273,10.419354018958941,1.661521127426457,0.11962606444506291
192.0,0.3092257337076948,2.361567595980835,11.806631290230625,2.218270112834306,0.11227578959821069
193.0,0.3075216569825281,2.4168278039376876,12.702271441730435,2.403126302366575,0.10183878114427504
194.0,0.3182636229906867,2.188467540746642,10.103940761752945,2.3080918278287808,0.10291015557338912
195.0,0.35200952252157974,2.0403549108907812,7.181220594253862,2.5411375167730355,0.0980688094104589
196.0,0.31348405468133667,2.1214491985544743,7.077551675167182,2.002612737178809,0.10116940367971246
197.0,0.29024972285767736,1.8341405363581353,7.7077170438602565,1.6086164318248009,0.09302223002799297
198.0,0.26950419603669834,1.725206151586026,6.35032467709103,1.4177873799656528,0.08545031655731343
199.0,0.2717229303395704,1.6944258328490602,5.987625724168444,1.0055292753124576,0.08047034986493622
200.0,0.34367179229793277,2.122202384001183,5.469721026339203,1.0589237400199245,0.07658729397307186
201.0,0.37495793209655004,2.306266746712067,4.007623682016927,1.3510272350016677,0.09131804350392321
202.0,0.34270701576930895,2.2793308577903932,5.672746802813575,1.4967632271030107,0.09691787184251013
203.0,0.3396650319371169,2.3387935068709034,6.330459905735445,1.6968433738038233,0.10056625254900152
204.0,0.2948675860853571,2.328278526698391,7.042140583680069,1.6337366641565518,0.1114785274414794
205.0,0.24244001083756284,2.1989012912991623,7.609706073661831,1.4856487757387393,0.10286617018778349
206.0,0.2556382723981136,2.4285233759419165,7.373924728164571,1.5433337164547352,0.10211098708710074
207.0,0.3664675814083756,2.6989143302910046,8.864152808155959,1.561615869799248,0.11320605675139148
208.0,0.421707700091674,2.4324065390120815,10.11782420188659,1.7103432654153525,0.11023815642939222
209.0,0.6500577670024725,2.623937094898653,10.001753087524799,1.5452892205103383,0.11159940041707654
210.0,0.6489039255251184,2.3982546380759917,10.237025292321086,1.5739409618753721,0.11791394347997777
211.0,0.5583275465536228,2.283432399859985,10.282051490999795,1.4894447978752177,0.1079733292148803
212.0,0.508751135497273,2.300454437184857,8.90159415306887,1.4428029631947246,0.1058530310993983
213.0,0.28423935274660284,1.700405767789574,10.160514441173667,1.5405277266323147,0.10233002762872882
214.0,0.31109175172556086,1.8508937567786372,10.465663603836497,1.54801612222265,0.08912597836147211
215.0,0.3085615079197391,2.033663367525998,9.401801364831684,1.6636308613989756,0.08816537022974669
216.0,0.3876453882237822,2.4779425590600455,8.998512212731118,1.7209971057449627,0.09098944184803338
217.0,0.3428270374352674,2.4855631648572514,8.275757208983933,1.8176200762346264,0.09639926740092644
218.0,0.49491036282108813,2.9339431068213626,8.26218625497293,2.0489484616421523,0.09699688381324713
219.0,0.4823139925556926,2.9810326842380848,9.797291710845087,2.218280572058238,0.10361841843797952
220.0,0.43374164241496305,2.886858373167352,11.380327631743857,2.171816960781389,0.10686834660355105
221.0,0.4843704181517861,3.294274189960939,10.907727981084115,1.932201014627035,0.09830390381832249
222.0,0.3801743543107821,3.0907249647644095,8.51433707747233,1.5958415505658798,0.08971472365869765
223.0,0.3783498398761608,3.0769033728160053,5.697056550412328,1.2869011571334426,0.09877528461829053
224.0,0.41918738370466563,3.6835350273044525,4.438679595505712,1.2612430737743243,0.10736238436846414
225.0,0.47733946789923354,3.5568997155862805,5.807055735014336,1.4390027792980482,0.1097582006404191
226.0,0.43058329471248624,3.3851671332774913,7.008101280388503,1.4409861237928643,0.11251975350767103
227.0,0.47270745913193896,3.2341583628668915,9.734662576702672,1.639406016527963,0.10354827100037729
228.0,0.529695902786886,3.5666199732411172,10.438630342308183,1.7543446831623535,0.09007026019963016
229.0,0.5126834671898065,3.557637681568257,9.869020363740795,1.8210814663786097,0.09353577359940594
230.0,0.5627007469010776,3.5381061086954038,11.104010241241227,1.9114438778350227,0.10108835007133217
231.0,0.5238795833371919,3.7961387669822697,10.913193488658234,1.804199667456246,0.09614072833540442
232.0,0.3939284504341765,2.966802904354293,11.282741475734861,1.7747848433188804,0.104187012362182
233.0,0.3772740524059224,2.4630851680235013,11.480482091029945,1.853675667593235,0.09634207171648194
234.0,0.5132245027361497,2.5960586677857207,10.144372705884557,1.7371367562104305,0.0973367752542608
235.0,0.5388123229459225,3.304317410716382,9.936311002719975,1.9074008127947006,0.09796802431581846
236.0,0.546873699998757,3.417086810873222,10.839478075740802,1.9920179008053895,0.15237567058431165
237.0,0.5506266937201608,3.689978003889829,10.923150683754004,1.9672749338523599,0.26986553031146626
238.0,0.4039113112849707,3.590607463970749,11.80629313378567,2.218132894208907,0.2720301540894835
239.0,0.430001917904663,3.2312111224013895,12.08983391255553,2.1369652506914973,0.2722337425035248
240.0,0.5842192774785683,4.230069620037327,12.524099803086287,2.102569296060026,0.22798555172461038
241.0,0.7047794327513931,6.515114344771747,12.732652335505126,1.9195142349059635,0.0969866475411274
242.0,0.7168493178801629,6.363872745943081,12.54614244483006,1.7203087399142243,0.08795340090202847
243.0,0.7460578856177339,6.22254509079403,11.190815320418896,1.8182824075090391,0.09138687806801374
244.0,0.6778911119287607,5.246284996894651,10.0529837806619,1.9194808165224013,0.09718265567258658
245.0,0.5499802069845801,3.055524778005995,9.771770466265473,1.9810175050449363,0.09565660220776481
246.0,0.5111299304314212,2.946693830265953,10.926923967437688,2.0301969249687337,0.10047558441767841
247.0,0.4533945012405324,2.6853173387127502,11.27005164879597,2.1193237598133314,0.1010684558081855
248.0,0.4356048755486696,2.7168186249898048,13.074587429158935,2.095644770507411,0.09744879544401742
249.0,0.5481198860869927,3.594457131734638,11.495397379231783,2.1437694651561685,0.10295123114169481
250.0,0.5287276114149869,4.006076927589592,11.40717298334907,2.2412003223109624,0.10425025504476709
251.0,0.5616629855058968,4.372502636970105,11.811343998181803,1.9417066714965614,0.1102881720297836
252.0,0.6549452878457286,4.6047582933256175,10.126983655873962,1.7966308616737316,0.10375506687334346
253.0,0.5542213002484051,4.831364207767106,11.831402553764573,1.80810576510325,0.10924021820092397
254.0,0.5547165883927025,5.072466447430944,10.01254775021548,1.5403713679288906,0.10514496533617237
255.0,0.8736420756584007,6.5776510726533,11.515482695117559,1.673080990940002,0.10422799120920391
256.0,0.8214962319427868,6.643290572257368,13.273088236879879,1.947537179960002,0.10042137105382909
257.0,0.7736613664531058,6.232491059626713,12.643324583217714,2.0115950677345307,0.08911407733387001
258.0,0.8762014958942355,6.192126820719296,12.51157195899264,2.00098584059641,0.0948746185241673
259.0,0.6570459517633866,4.973217627648909,9.977411664015882,1.8321821200819979,0.09156193588984401
260.0,0.6547109913778565,4.844026577778144,8.81821626573997,1.5851630181941379,0.09544229074708643
261.0,0.7494859636058464,5.736220826860017,7.8243393258738925,1.828544611083291,0.0929335184612211
262.0,0.6549334259296384,5.363270194689972,7.480000778811447,2.125329188625825,0.09914474892126678
263.0,0.6872822923575277,5.226164546468528,8.001790044749079,2.31374907080176,0.10571708986888502
264.0,0.5071119313622628,4.519983050175077,8.899673687862697,2.4722536769194647,0.10640342636985546
265.0,0.3972738990454809,3.883091418213975,9.118170813433323,2.296392789915677,0.11208537708962565
266.0,0.4358296388440583,3.3731037372646004,9.562668036659122,2.2200636636343187,0.10887456372384913
267.0,0.34597574269480313,2.9202517553227696,9.612628352743563,1.9467897742299565,0.10899279625529212
268.0,0.46471631295308363,3.85734101513558,9.801364917686268,1.9898376412618701,0.1053003649936099
269.0,0.44463398858040953,3.5688259613963176,12.804457391514875,1.6227423412499626,0.09876515362558237
270.0,0.4099548805145724,3.4629506698536603,12.05249726511554,1.5191644318966988,0.10892895776056472
271.0,0.3966535930371368,3.2893483902754697,11.460673569811826,1.6885730756002286,0.10860987418971599
272.0,0.28041387759906183,2.3328459168179245,10.849928744320223,1.5579198425902097,0.11880852998484229
273.0,0.2740264521568715,2.4216365955321693,7.168969710163536,1.615530104128772,0.12801338452506805
274.0,0.2551603414589786,2.2727924655415355,7.0316995694473015,1.7572969663438975,0.12735583035500248
275.0,0.23680575605265264,2.46709964198143,8.253714615687013,2.1317466868646378,0.1389538414795204
276.0,0.3491065245485342,2.871117658611559,9.517115049986973,2.046473135092252,0.13692019998997662
277.0,0.5740662218576875,2.9925405690205493,10.140634123453552,1.9635452747981894,0.13548819699577158
278.0,0.5894422851709469,3.1768565801034763,10.149774078408424,2.0899737421672633,0.1263968625810495
279.0,0.6365500744049855,3.4844180450464433,10.72042365300567,1.8875555048088917,0.11107515591171194
280.0,0.6264786601959799,3.41334940038393,9.980831221105683,1.966580493293075,0.10353550009216339
281.0,0.4073542478337261,2.9925246253084627,8.079548014742166,1.9988358002018352,0.11430238854995439
282.0,0.41651657932194186,2.850408083342151,7.387360971492855,1.8741045847326443,0.11627377692085114
283.0,0.40846294301054287,2.4078982481653597,5.5798307008497705,1.5121281947018932,0.11591007438426476
284.0,0.3565814484676115,2.279914954003757,5.4859980254271665,1.538294972787953,0.11661700069640499
285.0,0.3790924571468309,2.7381636258038617,8.066312068759188,1.781552625948694,0.10915830184668807
286.0,0.350535821343087,2.954443329612144,8.330586069292643,1.9467002675364111,0.1076905726374752
287.0,0.3289744587989996,2.8106938437407925,9.395248765443853,2.137071206372082,0.11246684591438787
288.0,0.35981782465439577,2.662923159096178,8.942123324075794,1.8421985133009444,0.11333108484217143
289.0,0.35755471178454157,2.260836751276111,7.618989453002094,1.548492501794359,0.11339844056867096
290.0,0.4108701915344564,1.9756224785817398,6.503913138281604,1.2630821875042881,0.11341523736593392
291.0,0.5398544111625639,2.2668408019781134,7.720821121310052,1.5899798923171182,0.12931870789402972
292.0,0.6280322613117351,3.4203353057843793,8.30718951045001,1.908386312262574,0.18060067466650057
293.0,0.63079518259319,4.274422213048448,7.206927657763201,2.123360141818015,0.18767197191971396
294.0,0.6242923530472226,4.402984548560157,8.059336644685786,2.292196833978637,0.2092506067145433
295.0,0.6566813777163871,4.469403327640281,6.9072679292252515,1.9863543134584836,0.18903959287028416
296.0,0.6093434587701831,3.5659922737734475,6.07063834573758,1.8264673832039757,0.15170955427222033
297.0,0.5802661678838438,2.8880091216125683,6.8626291145508995,1.5944089424927779,0.12853148227585193
298.0,0.5095447785004135,3.032805618018681,8.666391374722622,1.6068280945620372,0.12810112424475423
299.0,0.3885688752098825,2.7554623655489108,8.303272061172597,1.8000310789057012,0.13574729668569605
